cycle,timestamp,equity,margin_used
50,1777046910.6817021,1000000.0,0.0
100,1777046910.68434,1000000.0,0.0
150,1777046910.6884196,1000000.0,0.0
200,1777046910.6908495,1000000.0,0.0
250,1777046910.694354,1000000.0,0.0
300,1777046910.6963813,1000000.0,0.0
350,1777046910.6983855,1000000.0,0.0
