cycle,timestamp,equity,margin_used
50,1777046832.6844633,1000000.0,0.0
100,1777046832.6859653,1000000.0,0.0
150,1777046832.6869676,1000000.0,0.0
200,1777046832.6869676,1000000.0,0.0
250,1777046832.6884704,1000000.0,0.0
300,1777046832.689473,1000000.0,0.0
350,1777046832.6904726,1000000.0,0.0
