cycle,timestamp,equity,margin_used
50,1777046822.6481636,1000000.0,0.0
100,1777046822.6491668,1000000.0,0.0
150,1777046822.6501677,1000000.0,0.0
200,1777046822.6511674,1000000.0,0.0
250,1777046822.6522052,1000000.0,0.0
300,1777046822.6532037,1000000.0,0.0
350,1777046822.6532037,1000000.0,0.0
