cycle,timestamp,equity,margin_used
50,1776996733.3186443,1000000.0,0.0
100,1776996733.3186443,1000000.0,0.0
150,1776996733.3201513,1000000.0,0.0
200,1776996733.3211594,1000000.0,0.0
250,1776996733.322159,1000000.0,0.0
300,1776996733.322159,1000000.0,0.0
350,1776996733.3232005,1000000.0,0.0
400,1776996733.3247058,1000000.0,0.0
450,1776996733.3247058,1000000.0,0.0
500,1776996733.3257132,1000000.0,0.0
550,1776996733.3257132,1000000.0,0.0
600,1776996733.3272169,1000000.0,0.0
